hhid,personid1,personid2,personid3,personid4,price,nkids,jbstathoh,us,ustot,usa,usb,usc,usd,use,usg,ush,usi,usj
2791,4582859,NA,NA,NA,320000,0,in paid employ,yes,">£30,000",no,no,yes,no,no,no,no,no,no
617,7239963,NA,NA,NA,76500,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
1822,5768725,NA,NA,NA,130000,0,something else,no,not applicable,no,no,no,no,no,no,no,no,no
1453,9557170,NA,NA,NA,132500,0,retired,yes,£200-499,no,no,no,no,no,no,yes,no,no
135,7932986,NA,NA,NA,250000,4,in paid employ,yes,"£1,500-1,999",no,no,yes,no,no,no,no,no,no
284,2145669,NA,NA,NA,124950,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3804,6097347,363010,NA,NA,170000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
3873,127679,NA,NA,NA,196000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2513,6416818,NA,NA,NA,249777,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2931,9917620,8082118,NA,NA,118000,1,unemployed,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2780,4482284,4799405,NA,NA,141995,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
2489,6858855,NA,NA,NA,220000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1278,3404578,4655205,NA,NA,185000,0,in paid employ,yes,"£1,500-1,999",no,no,yes,no,no,no,no,no,no
1750,8717483,NA,NA,NA,340000,1,FT student,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
2493,8800907,NA,NA,NA,200000,2,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
933,4951092,NA,NA,NA,114950,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
4417,8475887,NA,NA,NA,435000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3625,1932668,NA,NA,NA,160000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
4484,1855932,NA,NA,NA,93000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
2394,3441643,NA,NA,NA,250000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2318,5761401,NA,NA,NA,66000,0,in paid employ,yes,<£200,no,no,yes,no,no,no,no,no,no
1552,3795520,NA,NA,NA,154000,0,retired,yes,£200-499,no,no,yes,no,no,no,no,no,no
374,9018571,NA,NA,NA,205000,0,something else,yes,£200-499,no,yes,no,no,no,no,no,no,no
517,9228932,NA,NA,NA,280000,0,retired,yes,"£1,000-1,499",no,no,yes,yes,no,no,no,no,no
3002,1222807,NA,NA,NA,110000,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1824,4463983,NA,NA,NA,135000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2433,4473747,NA,NA,NA,103000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3566,8421644,NA,NA,NA,316950,0,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
3846,5446618,NA,NA,NA,140000,0,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
2543,1234465,NA,NA,NA,264000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
937,7587817,NA,NA,NA,194250,0,retired,yes,£500-999,no,no,no,no,no,no,yes,no,no
3505,3889185,NA,NA,NA,228000,4,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2925,6900807,NA,NA,NA,80000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3589,3040843,NA,NA,NA,145000,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
4497,2105778,NA,NA,NA,134500,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1912,6280937,NA,NA,NA,137500,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3950,5957590,NA,NA,NA,215000,0,something else,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1277,2766266,NA,NA,NA,140000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
4189,9913179,NA,NA,NA,270000,1,in paid employ,yes,"£8,500-8,999",no,no,yes,no,no,no,no,no,no
2831,36861,NA,NA,NA,35000,0,in paid employ,yes,<£200,no,no,yes,no,no,no,no,no,no
4132,5965205,NA,NA,NA,195000,0,in paid employ,yes,"£10,000-14,499",no,yes,no,no,no,no,no,no,no
366,7645929,NA,NA,NA,140000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
152,9979381,NA,NA,NA,578000,0,self employed,yes,£200-499,no,no,no,no,no,no,yes,no,no
706,4362732,NA,NA,NA,83000,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
956,5651379,NA,NA,NA,153000,3,unemployed,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
4357,5042404,NA,NA,NA,289000,2,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2725,7771053,NA,NA,NA,2450000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
3666,7231931,NA,NA,NA,275000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
692,3054700,NA,NA,NA,165000,1,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2142,6509043,NA,NA,NA,379995,0,in paid employ,yes,"£25,000-29,999",no,no,yes,no,no,no,no,yes,no
1157,4980585,NA,NA,NA,250000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2289,6567931,NA,NA,NA,165000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2531,5865258,NA,NA,NA,299000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
1237,2248131,NA,NA,NA,195000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3676,1323753,NA,NA,NA,97000,0,unemployed,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
4440,651929,NA,NA,NA,167000,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
19,7027724,NA,NA,NA,130000,2,something else,yes,"£1,000-1,499",no,no,no,yes,no,no,yes,no,no
1160,5525946,NA,NA,NA,345000,0,something else,no,not applicable,no,no,no,no,no,no,no,no,no
1392,8926590,NA,NA,NA,239950,2,something else,yes,£500-999,no,no,no,no,no,no,yes,no,no
2868,1463447,NA,NA,NA,130000,0,FT student,yes,"£1,000-1,499",no,no,yes,no,no,no,no,no,no
806,4303794,NA,NA,NA,124000,0,in paid employ,yes,£200-499,no,no,no,yes,no,no,no,no,no
2274,2124733,NA,NA,NA,384995,0,in paid employ,yes,"£10,000-14,499",no,no,no,no,no,no,no,yes,no
1205,5512792,NA,NA,NA,140000,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
3170,4917677,NA,NA,NA,118000,2,in paid employ,yes,don't know,no,yes,no,no,no,no,no,no,no
800,1726676,7183958,NA,NA,157500,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2342,8868115,NA,NA,NA,95000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
1682,3687797,NA,NA,NA,260000,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
783,4283886,NA,NA,NA,249950,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2879,9887181,NA,NA,NA,55500,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
631,8246182,NA,NA,NA,335000,1,in paid employ,yes,">£30,000",no,yes,yes,no,no,no,no,no,no
3958,9239429,NA,NA,NA,100000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
3035,8945321,NA,NA,NA,580000,0,in paid employ,yes,£200-499,no,no,yes,no,no,no,no,no,no
4412,6540637,9582139,NA,NA,630000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1141,7790025,NA,NA,NA,119382,1,long-term sick/disab,yes,<£200,yes,yes,yes,yes,yes,yes,yes,yes,yes
3346,4201346,NA,NA,NA,87000,2,in paid employ,yes,">£30,000",yes,yes,no,yes,no,no,no,no,no
835,9148022,NA,NA,NA,275000,0,retired,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
4368,5900921,NA,NA,NA,207500,0,in paid employ,yes,"£3,500-3,999",no,no,no,no,no,no,yes,yes,no
3020,9250276,NA,NA,NA,162500,0,in paid employ,yes,£500-999,no,no,no,no,no,yes,no,no,no
2640,7877503,NA,NA,NA,275950,0,retired,yes,don't know,no,no,yes,no,no,no,no,no,no
3181,6259974,NA,NA,NA,330000,2,in paid employ,yes,"£1,000-1,499",no,no,no,no,no,no,no,yes,no
3256,8813687,NA,NA,NA,106000,0,in paid employ,yes,"£2,500-2,999",yes,no,yes,no,no,no,yes,no,yes
1343,1284290,NA,NA,NA,250000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
2366,1031308,NA,NA,NA,197000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
2750,7346551,NA,NA,NA,280000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3223,6789495,NA,NA,NA,287500,1,unemployed,yes,£500-999,no,yes,no,no,no,no,no,no,no
1974,1262862,NA,NA,NA,173000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
2828,9403214,NA,NA,NA,82845,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
3720,7828620,NA,NA,NA,300000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
319,8914360,NA,NA,NA,105500,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
15,839792,NA,NA,NA,201000,2,in paid employ,yes,"£3,500-3,999",no,no,yes,no,no,no,yes,yes,no
3495,3235802,NA,NA,NA,306000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
4468,4438064,NA,NA,NA,310000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
210,9482097,NA,NA,NA,310000,0,in paid employ,yes,"£8,000-8,499",yes,no,no,no,no,no,yes,no,no
1996,6604455,NA,NA,NA,21000,0,long-term sick/disab,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
3113,1440418,4849000,NA,NA,340000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
527,1106207,NA,NA,NA,305000,1,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3502,6588866,NA,NA,NA,184950,5,in paid employ,yes,"£15,000-19,999",no,yes,yes,no,no,no,yes,no,no
3985,5371795,NA,NA,NA,27000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
1408,6698757,NA,NA,NA,192500,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
4491,5526164,NA,NA,NA,99950,0,self employed,no,not applicable,no,no,no,no,no,no,no,no,no
488,3799790,8631233,NA,NA,150000,2,in paid employ,yes,"£10,000-14,499",no,no,no,no,no,yes,no,no,no
1799,9278551,NA,NA,NA,88000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
2010,5359815,NA,NA,NA,133000,0,retired,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
1702,1168946,NA,NA,NA,160000,1,in paid employ,yes,don't know,no,no,no,yes,no,no,no,no,no
360,54092,NA,NA,NA,117000,5,unemployed,yes,refused,no,yes,no,no,no,no,no,no,no
3469,9048837,937026,1860053,NA,129950,1,in paid employ,yes,£200-499,yes,no,no,no,no,no,yes,no,yes
274,4487940,NA,NA,NA,124000,0,unemployed,no,not applicable,no,no,no,no,no,no,no,no,no
2739,1565154,NA,NA,NA,330000,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
636,6932372,NA,NA,NA,100272,1,in paid employ,yes,"£10,000-14,499",no,yes,no,no,no,no,yes,no,no
1368,9543587,NA,NA,NA,159000,1,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3328,6210404,NA,NA,NA,142000,0,something else,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
1094,7136091,NA,NA,NA,350000,2,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
4331,5241299,NA,NA,NA,375000,0,unemployed,no,not applicable,no,no,no,no,no,no,no,no,no
1788,4919720,NA,NA,NA,141000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
900,4362298,NA,NA,NA,183000,2,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
2938,9985126,NA,NA,NA,260000,1,in paid employ,yes,"£9,000-9,499",no,yes,yes,no,no,no,no,no,no
212,1663662,NA,NA,NA,271000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
138,5136793,NA,NA,NA,199000,0,retired,yes,"£2,500-2,999",no,no,no,no,no,yes,no,no,no
1188,3882054,8638560,NA,NA,149995,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1949,2990416,NA,NA,NA,169000,0,in paid employ,yes,"£2,000-2,499",no,no,yes,no,no,no,no,no,no
439,6670613,4800088,NA,NA,350000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
709,6029422,NA,NA,NA,178000,4,something else,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
181,2214059,NA,NA,NA,153000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
4003,7249574,NA,NA,NA,227000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
365,3824866,NA,NA,NA,240000,1,FT student,no,not applicable,no,no,no,no,no,no,no,no,no
3253,3778515,4468259,NA,NA,103995,0,in paid employ,yes,<£200,no,yes,no,no,no,no,no,no,no
66,8570666,NA,NA,NA,95000,3,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3207,9494231,NA,NA,NA,900000,0,long-term sick/disab,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3096,2367313,NA,NA,NA,350000,4,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3267,5520284,NA,NA,NA,340000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2494,3792732,NA,NA,NA,112000,3,something else,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2465,730919,NA,NA,NA,193000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
344,440,NA,NA,NA,137000,1,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
1020,9841313,NA,NA,NA,194950,0,something else,yes,£200-499,no,yes,no,no,no,no,no,no,no
1631,6039823,NA,NA,NA,90500,2,in paid employ,yes,<£200,no,no,no,yes,no,no,yes,no,no
1995,2310205,NA,NA,NA,120000,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1859,4554760,NA,NA,NA,173000,1,self employed,yes,£200-499,no,no,no,no,no,no,yes,no,no
3949,5016349,NA,NA,NA,225000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
1969,4506696,NA,NA,NA,154000,1,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
4167,1048642,NA,NA,NA,89500,1,long-term sick/disab,no,not applicable,no,no,no,no,no,no,no,no,no
3926,9658245,NA,NA,NA,134950,2,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
522,8789610,NA,NA,NA,249950,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
4156,8072555,NA,NA,NA,96500,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
869,5167022,NA,NA,NA,420000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3410,1616999,NA,NA,NA,86500,0,in paid employ,yes,£500-999,no,no,yes,no,no,no,no,no,no
2504,8511343,NA,NA,NA,108000,2,in paid employ,yes,"£10,000-14,499",no,no,yes,no,no,no,yes,no,no
4233,2285942,7467772,NA,NA,158000,2,in paid employ,yes,£500-999,no,no,yes,no,no,no,no,no,yes
2747,1522023,6147295,NA,NA,399950,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
216,7387364,NA,NA,NA,160000,3,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
866,4594852,NA,NA,NA,170000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
3377,9467465,NA,NA,NA,185000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1104,-99,NA,NA,NA,124950,1,in paid employ,yes,"£8,000-8,499",no,yes,yes,yes,no,yes,yes,no,no
3099,9020865,NA,NA,NA,133000,0,in paid employ,yes,"£8,500-8,999",no,yes,yes,no,no,no,no,no,no
2429,4598543,3914396,NA,NA,100000,1,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3524,8330247,NA,NA,NA,241000,3,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1176,6294623,NA,NA,NA,249950,4,unemployed,yes,£500-999,no,no,no,no,no,yes,no,no,no
285,8882179,NA,NA,NA,185000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2975,3604350,NA,NA,NA,226500,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2720,8501302,NA,NA,NA,182000,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
4081,1344412,NA,NA,NA,350000,0,something else,no,not applicable,no,no,no,no,no,no,no,no,no
1353,6062860,NA,NA,NA,128000,0,in paid employ,yes,"£2,000-2,499",yes,no,yes,no,no,no,yes,no,no
1050,2551904,NA,NA,NA,171000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2798,6741673,4973626,NA,NA,120500,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1306,3540203,2916689,NA,NA,377000,0,FT student,no,not applicable,no,no,no,no,no,no,no,no,no
3405,335773,NA,NA,NA,249500,0,unemployed,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3491,3250481,NA,NA,NA,98000,0,retired,yes,<£200,yes,no,no,no,no,no,no,no,no
3813,3232113,NA,NA,NA,120000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
162,5386738,NA,NA,NA,209500,1,in paid employ,yes,"£9,500-9,999",no,yes,yes,no,no,no,yes,no,no
3218,9988562,NA,NA,NA,152500,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
887,9755051,NA,NA,NA,325000,0,long-term sick/disab,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
4203,8516256,NA,NA,NA,174000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
4414,7076337,NA,NA,NA,135450,0,unemployed,no,not applicable,no,no,no,no,no,no,no,no,no
3442,3048862,9138447,NA,NA,120000,3,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
134,3931334,NA,NA,NA,295500,0,long-term sick/disab,no,not applicable,no,no,no,no,no,no,no,no,no
1142,1550111,NA,NA,NA,635000,2,in paid employ,yes,"£3,500-3,999",no,no,yes,no,no,no,yes,no,no
3989,2388000,NA,NA,NA,223000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1918,5494510,NA,NA,NA,425000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
4298,7682234,NA,NA,NA,249950,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2458,9871914,NA,NA,NA,153000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1534,3773791,NA,NA,NA,216000,2,self employed,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
1285,9431304,NA,NA,NA,77000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1317,9608176,NA,NA,NA,140000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
816,1125839,NA,NA,NA,124950,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
843,4110586,NA,NA,NA,279950,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3141,3591467,6015711,NA,NA,143000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2946,5431352,9377858,NA,NA,575000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1932,5277055,NA,NA,NA,249000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
4109,677316,NA,NA,NA,390000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
304,1446643,942255,NA,NA,103000,0,in paid employ,yes,"£6,000-6,499",no,yes,no,no,no,no,no,no,no
1967,1050154,NA,NA,NA,407000,0,something else,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3138,8431376,NA,NA,NA,90000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2970,2339945,NA,NA,NA,130500,3,in paid employ,yes,"£2,500-2,999",no,yes,no,yes,no,no,yes,no,no
3832,4201917,NA,NA,NA,165000,0,in paid employ,yes,"£3,000-3,499",no,no,yes,no,no,no,yes,no,no
1879,3363536,NA,NA,NA,249000,0,in paid employ,yes,"£2,000-2,499",no,no,no,no,no,no,yes,no,yes
248,2337486,9478685,NA,NA,249500,0,self employed,yes,"£3,000-3,499",no,yes,yes,yes,no,no,no,no,no
3649,1568790,NA,NA,NA,250000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2363,2607443,NA,NA,NA,225000,0,unemployed,yes,"£2,500-2,999",no,yes,no,yes,yes,no,no,no,no
2351,2489331,NA,NA,NA,340000,0,in paid employ,yes,£500-999,no,no,yes,no,no,no,no,no,no
4129,3585884,NA,NA,NA,197000,0,retired,yes,"£2,500-2,999",yes,no,no,no,no,no,no,no,no
970,8278497,NA,NA,NA,123000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2996,9588100,NA,NA,NA,330000,0,retired,yes,£500-999,no,yes,no,no,no,no,no,no,no
325,4349647,NA,NA,NA,410000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3571,5990960,NA,NA,NA,77000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1700,8801953,NA,NA,NA,246500,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
4464,8211864,NA,NA,NA,700000,0,in paid employ,yes,refused,no,yes,yes,no,no,no,no,no,no
702,3747971,NA,NA,NA,175000,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
4501,890924,8431318,NA,NA,103000,-99,in paid employ,yes,"£3,500-3,999",no,yes,yes,no,no,no,no,no,no
4055,1615250,NA,NA,NA,154000,1,retired,yes,<£200,no,no,yes,no,no,no,no,no,no
2844,1624457,NA,NA,NA,535000,2,in paid employ,yes,"£6,000-6,499",no,yes,yes,yes,no,no,yes,no,no
2691,2687329,NA,NA,NA,167000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
6,6013762,NA,NA,NA,70000,4,in paid employ,yes,"£9,000-9,499",yes,no,no,yes,yes,no,no,no,no
3630,3765506,NA,NA,NA,197000,1,in paid employ,yes,£200-499,no,yes,no,no,no,no,no,no,yes
1474,2523199,NA,NA,NA,103000,2,in paid employ,yes,£200-499,no,yes,no,no,no,yes,no,no,no
3453,685393,NA,NA,NA,182500,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3470,6043,3676248,NA,NA,260000,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1017,6870322,NA,NA,NA,164995,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
2658,9262941,NA,NA,NA,165000,0,something else,yes,don't know,no,yes,no,no,no,no,no,no,no
3221,5293420,NA,NA,NA,390000,0,in paid employ,yes,">£30,000",yes,yes,yes,yes,yes,yes,yes,yes,yes
2151,9325310,NA,NA,NA,184517,0,retired,yes,">£30,000",no,yes,no,yes,no,no,yes,no,no
74,3679049,NA,NA,NA,279950,2,in paid employ,yes,refused,yes,no,yes,no,no,no,yes,no,yes
2395,4991173,NA,NA,NA,103000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
4101,6353797,3739991,NA,NA,115000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
770,7428051,NA,NA,NA,92500,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3456,5622289,NA,NA,NA,470000,0,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
3983,7518186,NA,NA,NA,121000,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
510,5745462,2723073,NA,NA,359950,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1311,4513582,NA,NA,NA,110000,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1192,6743139,NA,NA,NA,115000,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1440,3279924,NA,NA,NA,96000,0,in paid employ,yes,"£6,000-6,499",no,yes,yes,no,no,no,no,no,no
3521,9621034,NA,NA,NA,98000,0,self employed,yes,£200-499,no,no,yes,no,no,no,yes,no,no
2240,8382454,NA,NA,NA,170000,0,long-term sick/disab,no,not applicable,no,no,no,no,no,no,no,no,no
2842,994017,NA,NA,NA,270000,3,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
585,4960757,NA,NA,NA,125000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
4060,302638,NA,NA,NA,75000,1,in paid employ,yes,"£1,500-1,999",no,no,yes,no,no,no,no,no,no
2275,1792704,NA,NA,NA,151500,0,unemployed,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
4250,352052,NA,NA,NA,155000,0,in paid employ,yes,<£200,no,yes,yes,no,no,no,no,no,no
2187,4243522,NA,NA,NA,104000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1206,2695230,NA,NA,NA,155000,0,in paid employ,yes,"£10,000-14,499",no,no,no,no,no,no,no,yes,no
2877,3098348,NA,NA,NA,185000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1248,5114815,NA,NA,NA,165000,1,FT student,no,not applicable,no,no,no,no,no,no,no,no,no
2897,3557741,NA,NA,NA,207500,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2377,3989879,NA,NA,NA,315000,0,FT student,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3407,7580174,NA,NA,NA,440000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1428,3098522,NA,NA,NA,140000,0,in paid employ,yes,"£20,000-24,499",no,yes,yes,no,no,no,yes,no,no
2690,1893667,NA,NA,NA,142500,2,in paid employ,yes,"£1,500-1,999",no,no,yes,no,no,no,no,no,no
4346,564543,NA,NA,NA,148000,1,retired,yes,"£3,000-3,499",no,no,yes,no,no,no,yes,no,no
2937,1443518,NA,NA,NA,57000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1038,2706460,NA,NA,NA,194000,0,in paid employ,yes,"£15,000-19,999",yes,no,no,no,no,no,no,no,no
1310,2111916,NA,NA,NA,170500,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2235,8741141,NA,NA,NA,90000,0,in paid employ,yes,"£6,000-6,499",no,yes,yes,yes,no,no,no,no,no
